tick,sirstate,n
1479.1,2,10000
1480.1,2,10000
1481.1,2,10000
1482.1,2,10000
1483.1,2,10000
1484.1,2,10000
1485.1,2,10000
1486.1,2,10000
1487.1,2,10000
1488.1,2,10000
1489.1,2,10000
1490.1,2,10000
1491.1,2,10000
1492.1,2,10000
1493.1,2,10000
1494.1,2,10000
1495.1,2,10000
1496.1,2,10000
1497.1,2,10000
1498.1,2,10000
1499.1,2,10000
1500.1,2,10000
1501.1,2,10000
1502.1,2,10000
1503.1,2,10000
1504.1,2,10000
1505.1,2,10000
1506.1,2,10000
1507.1,2,10000
1508.1,2,10000
1509.1,2,10000
1510.1,2,10000
1511.1,2,10000
1512.1,2,10000
1513.1,2,10000
1514.1,2,10000
1515.1,2,10000
1516.1,2,10000
1517.1,2,10000
1518.1,2,10000
1519.1,2,10000
1520.1,2,10000
1521.1,2,10000
1522.1,2,10000
1523.1,2,10000
1524.1,2,10000
1525.1,2,10000
1526.1,2,10000
1527.1,2,10000
1528.1,2,10000
1529.1,2,10000
1530.1,2,10000
1531.1,2,10000
1532.1,2,10000
1533.1,2,10000
1534.1,2,10000
1535.1,2,10000
1536.1,2,10000
1537.1,2,10000
1538.1,2,10000
1539.1,2,10000
1540.1,2,10000
1541.1,2,10000
1542.1,2,10000
1543.1,2,10000
1544.1,2,10000
1545.1,2,10000
1546.1,2,10000
1547.1,2,10000
1548.1,2,10000
1549.1,2,10000
1550.1,2,10000
1551.1,2,10000
1552.1,2,10000
1553.1,2,10000
1554.1,2,10000
1555.1,2,10000
1556.1,2,10000
1557.1,2,10000
1558.1,2,10000
1559.1,2,10000
1560.1,2,10000
1561.1,2,10000
1562.1,2,10000
1563.1,2,10000
1564.1,2,10000
1565.1,2,10000
1566.1,2,10000
1567.1,2,10000
1568.1,2,10000
1569.1,2,10000
1570.1,2,10000
1571.1,2,10000
1572.1,2,10000
1573.1,2,10000
1574.1,2,10000
1575.1,2,10000
1576.1,2,10000
1577.1,2,10000
1578.1,2,10000
1579.1,2,10000
1580.1,2,10000
1581.1,2,10000
1582.1,2,10000
1583.1,2,10000
1584.1,2,10000
1585.1,2,10000
1586.1,2,10000
1587.1,2,10000
1588.1,2,10000
1589.1,2,10000
1590.1,2,10000
1591.1,2,10000
1592.1,2,10000
1593.1,2,10000
1594.1,2,10000
1595.1,2,10000
1596.1,2,10000
1597.1,2,10000
1598.1,2,10000
1599.1,2,10000
1600.1,2,10000
1601.1,2,10000
1602.1,2,10000
1603.1,2,10000
1604.1,2,10000
1605.1,2,10000
1606.1,2,10000
1607.1,2,10000
1608.1,2,10000
1609.1,2,10000
1610.1,2,10000
1611.1,2,10000
1612.1,2,10000
1613.1,2,10000
1614.1,2,10000
1615.1,2,10000
1616.1,2,10000
1617.1,2,10000
1618.1,2,10000
1619.1,2,10000
1620.1,2,10000
1621.1,2,10000
1622.1,2,10000
1623.1,2,10000
1624.1,2,10000
1625.1,2,10000
1626.1,2,10000
1627.1,2,10000
1628.1,2,10000
1629.1,2,10000
1630.1,2,10000
1631.1,2,10000
1632.1,2,10000
1633.1,2,10000
1634.1,2,10000
1635.1,2,10000
1636.1,2,10000
1637.1,2,10000
1638.1,2,10000
1639.1,2,10000
1640.1,2,10000
1641.1,2,10000
1642.1,2,10000
1643.1,2,10000
1644.1,2,10000
1645.1,2,10000
1646.1,2,10000
1647.1,2,10000
1648.1,2,10000
1649.1,2,10000
1650.1,2,10000
1651.1,2,10000
1652.1,2,10000
1653.1,2,10000
1654.1,2,10000
1655.1,2,10000
1656.1,2,10000
1657.1,2,10000
1658.1,2,10000
1659.1,2,10000
1660.1,2,10000
1661.1,2,10000
1662.1,2,10000
1663.1,2,10000
1664.1,2,10000
1665.1,2,10000
1666.1,2,10000
1667.1,2,10000
1668.1,2,10000
1669.1,2,10000
1670.1,2,10000
1671.1,2,10000
1672.1,2,10000
1673.1,2,10000
1674.1,2,10000
1675.1,2,10000
1676.1,2,10000
1677.1,2,10000
1678.1,2,10000
1679.1,2,10000
1680.1,2,10000
1681.1,2,10000
1682.1,2,10000
1683.1,2,10000
1684.1,2,10000
1685.1,2,10000
1686.1,2,10000
1687.1,2,10000
1688.1,2,10000
1689.1,2,10000
1690.1,2,10000
1691.1,2,10000
1692.1,2,10000
1693.1,2,10000
1694.1,2,10000
1695.1,2,10000
1696.1,2,10000
1697.1,2,10000
1698.1,2,10000
1699.1,2,10000
1700.1,2,10000
1701.1,2,10000
1702.1,2,10000
1703.1,2,10000
1704.1,2,10000
1705.1,2,10000
1706.1,2,10000
1707.1,2,10000
1708.1,2,10000
1709.1,2,10000
1710.1,2,10000
1711.1,2,10000
1712.1,2,10000
1713.1,2,10000
1714.1,2,10000
1715.1,2,10000
1716.1,2,10000
1717.1,2,10000
1718.1,2,10000
1719.1,2,10000
1720.1,2,10000
1721.1,2,10000
1722.1,2,10000
1723.1,2,10000
1724.1,2,10000
1725.1,2,10000
1726.1,2,10000
1727.1,2,10000
1728.1,2,10000
1729.1,2,10000
1730.1,2,10000
1731.1,2,10000
1732.1,2,10000
1733.1,2,10000
1734.1,2,10000
1735.1,2,10000
1736.1,2,10000
1737.1,2,10000
1738.1,2,10000
1739.1,2,10000
1740.1,2,10000
1741.1,2,10000
1742.1,2,10000
1743.1,2,10000
1744.1,2,10000
1745.1,2,10000
1746.1,2,10000
1747.1,2,10000
1748.1,2,10000
1749.1,2,10000
1750.1,2,10000
1751.1,2,10000
1752.1,2,10000
1753.1,2,10000
1754.1,2,10000
1755.1,2,10000
1756.1,2,10000
1757.1,2,10000
1758.1,2,10000
1759.1,2,10000
1760.1,2,10000
1761.1,2,10000
1762.1,2,10000
1763.1,2,10000
1764.1,2,10000
1765.1,2,10000
1766.1,2,10000
1767.1,2,10000
1768.1,2,10000
1769.1,2,10000
1770.1,2,10000
1771.1,2,10000
1772.1,2,10000
1773.1,2,10000
1774.1,2,10000
1775.1,2,10000
1776.1,2,10000
1777.1,2,10000
1778.1,2,10000
1779.1,2,10000
1780.1,2,10000
1781.1,2,10000
1782.1,2,10000
1783.1,2,10000
1784.1,2,10000
1785.1,2,10000
1786.1,2,10000
1787.1,2,10000
1788.1,2,10000
1789.1,2,10000
1790.1,2,10000
1791.1,2,10000
1792.1,2,10000
1793.1,2,10000
1794.1,2,10000
1795.1,2,10000
1796.1,2,10000
1797.1,2,10000
1798.1,2,10000
1799.1,2,10000
1800.1,2,10000
1801.1,2,10000
1802.1,2,10000
1803.1,2,10000
1804.1,2,10000
1805.1,2,10000
1806.1,2,10000
1807.1,2,10000
1808.1,2,10000
1809.1,2,10000
1810.1,2,10000
1811.1,2,10000
1812.1,2,10000
1813.1,2,10000
1814.1,2,10000
1815.1,2,10000
1816.1,2,10000
1817.1,2,10000
1818.1,2,10000
1819.1,2,10000
1820.1,2,10000
1821.1,2,10000
1822.1,2,10000
1823.1,2,10000
1824.1,2,10000
1825.1,2,10000
1826.1,2,10000
1827.1,2,10000
1828.1,2,10000
1829.1,2,10000
1830.1,2,10000
1831.1,2,10000
1832.1,2,10000
1833.1,2,10000
1834.1,2,10000
1835.1,2,10000
1836.1,2,10000
1837.1,2,10000
1838.1,2,10000
1839.1,2,10000
1840.1,2,10000
1841.1,2,10000
1842.1,2,10000
1843.1,2,10000
1844.1,2,10000
1845.1,2,10000
1846.1,2,10000
1847.1,2,10000
1848.1,2,10000
1849.1,2,10000
1850.1,2,10000
1851.1,2,10000
1852.1,2,10000
1853.1,2,10000
1854.1,2,10000
1855.1,2,10000
1856.1,2,10000
1857.1,2,10000
1858.1,2,10000
1859.1,2,10000
1860.1,2,10000
1861.1,2,10000
1862.1,2,10000
1863.1,2,10000
1864.1,2,10000
1865.1,2,10000
1866.1,2,10000
1867.1,2,10000
1868.1,2,10000
1869.1,2,10000
1870.1,2,10000
1871.1,2,10000
1872.1,2,10000
1873.1,2,10000
1874.1,2,10000
1875.1,2,10000
1876.1,2,10000
1877.1,2,10000
1878.1,2,10000
1879.1,2,10000
1880.1,2,10000
1881.1,2,10000
1882.1,2,10000
1883.1,2,10000
1884.1,2,10000
1885.1,2,10000
1886.1,2,10000
1887.1,2,10000
1888.1,2,10000
1889.1,2,10000
1890.1,2,10000
1891.1,2,10000
1892.1,2,10000
1893.1,2,10000
1894.1,2,10000
1895.1,2,10000
1896.1,2,10000
1897.1,2,10000
1898.1,2,10000
1899.1,2,10000
1900.1,2,10000
1901.1,2,10000
1902.1,2,10000
1903.1,2,10000
1904.1,2,10000
1905.1,2,10000
1906.1,2,10000
1907.1,2,10000
1908.1,2,10000
1909.1,2,10000
1910.1,2,10000
1911.1,2,10000
1912.1,2,10000
1913.1,2,10000
1914.1,2,10000
1915.1,2,10000
1916.1,2,10000
1917.1,2,10000
1918.1,2,10000
1919.1,2,10000
1920.1,2,10000
1921.1,2,10000
1922.1,2,10000
1923.1,2,10000
1924.1,2,10000
1925.1,2,10000
1926.1,2,10000
1927.1,2,10000
1928.1,2,10000
1929.1,2,10000
1930.1,2,10000
1931.1,2,10000
1932.1,2,10000
1933.1,2,10000
1934.1,2,10000
1935.1,2,10000
1936.1,2,10000
1937.1,2,10000
1938.1,2,10000
1939.1,2,10000
1940.1,2,10000
1941.1,2,10000
1942.1,2,10000
1943.1,2,10000
1944.1,2,10000
1945.1,2,10000
1946.1,2,10000
1947.1,2,10000
1948.1,2,10000
1949.1,2,10000
1950.1,2,10000
1951.1,2,10000
1952.1,2,10000
1953.1,2,10000
1954.1,2,10000
1955.1,2,10000
1956.1,2,10000
1957.1,2,10000
1958.1,2,10000
1959.1,2,10000
1960.1,2,10000
1961.1,2,10000
1962.1,2,10000
1963.1,2,10000
1964.1,2,10000
1965.1,2,10000
1966.1,2,10000
1967.1,2,10000
1968.1,2,10000
1969.1,2,10000
1970.1,2,10000
1971.1,2,10000
1972.1,2,10000
1973.1,2,10000
1974.1,2,10000
1975.1,2,10000
1976.1,2,10000
1977.1,2,10000
1978.1,2,10000
1979.1,2,10000
1980.1,2,10000
1981.1,2,10000
1982.1,2,10000
1983.1,2,10000
1984.1,2,10000
1985.1,2,10000
1986.1,2,10000
1987.1,2,10000
1988.1,2,10000
1989.1,2,10000
1990.1,2,10000
1991.1,2,10000
1992.1,2,10000
1993.1,2,10000
1994.1,2,10000
1995.1,2,10000
1996.1,2,10000
1997.1,2,10000
1998.1,2,10000
1999.1,2,10000
2000.1,2,10000
2001.1,2,10000
2002.1,2,10000
2003.1,2,10000
2004.1,2,10000
2005.1,2,10000
2006.1,2,10000
2007.1,2,10000
2008.1,2,10000
2009.1,2,10000
2010.1,2,10000
2011.1,2,10000
2012.1,2,10000
2013.1,2,10000
2014.1,2,10000
2015.1,2,10000
2016.1,2,10000
2017.1,2,10000
2018.1,2,10000
2019.1,2,10000
2020.1,2,10000
2021.1,2,10000
2022.1,2,10000
2023.1,2,10000
2024.1,2,10000
2025.1,2,10000
2026.1,2,10000
2027.1,2,10000
2028.1,2,10000
2029.1,2,10000
2030.1,2,10000
2031.1,2,10000
2032.1,2,10000
2033.1,2,10000
2034.1,2,10000
2035.1,2,10000
2036.1,2,10000
2037.1,2,10000
2038.1,2,10000
2039.1,2,10000
2040.1,2,10000
2041.1,2,10000
2042.1,2,10000
2043.1,2,10000
2044.1,2,10000
2045.1,2,10000
2046.1,2,10000
2047.1,2,10000
2048.1,2,10000
2049.1,2,10000
2050.1,2,10000
2051.1,2,10000
2052.1,2,10000
2053.1,2,10000
2054.1,2,10000
2055.1,2,10000
2056.1,2,10000
2057.1,2,10000
2058.1,2,10000
2059.1,2,10000
2060.1,2,10000
2061.1,2,10000
2062.1,2,10000
2063.1,2,10000
2064.1,2,10000
2065.1,2,10000
2066.1,2,10000
2067.1,2,10000
2068.1,2,10000
2069.1,2,10000
2070.1,2,10000
2071.1,2,10000
2072.1,2,10000
2073.1,2,10000
2074.1,2,10000
2075.1,2,10000
2076.1,2,10000
2077.1,2,10000
2078.1,2,10000
2079.1,2,10000
2080.1,2,10000
2081.1,2,10000
2082.1,2,10000
2083.1,2,10000
2084.1,2,10000
2085.1,2,10000
2086.1,2,10000
2087.1,2,10000
2088.1,2,10000
2089.1,2,10000
2090.1,2,10000
2091.1,2,10000
2092.1,2,10000
2093.1,2,10000
2094.1,2,10000
2095.1,2,10000
2096.1,2,10000
2097.1,2,10000
2098.1,2,10000
2099.1,2,10000
2100.1,2,10000
2101.1,2,10000
2102.1,2,10000
2103.1,2,10000
2104.1,2,10000
2105.1,2,10000
2106.1,2,10000
2107.1,2,10000
2108.1,2,10000
2109.1,2,10000
2110.1,2,10000
2111.1,2,10000
2112.1,2,10000
2113.1,2,10000
2114.1,2,10000
2115.1,2,10000
2116.1,2,10000
2117.1,2,10000
2118.1,2,10000
2119.1,2,10000
2120.1,2,10000
2121.1,2,10000
2122.1,2,10000
2123.1,2,10000
2124.1,2,10000
2125.1,2,10000
2126.1,2,10000
2127.1,2,10000
2128.1,2,10000
2129.1,2,10000
2130.1,2,10000
2131.1,2,10000
2132.1,2,10000
2133.1,2,10000
2134.1,2,10000
2135.1,2,10000
2136.1,2,10000
2137.1,2,10000
2138.1,2,10000
2139.1,2,10000
2140.1,2,10000
2141.1,2,10000
2142.1,2,10000
2143.1,2,10000
2144.1,2,10000
2145.1,2,10000
2146.1,2,10000
2147.1,2,10000
2148.1,2,10000
2149.1,2,10000
2150.1,2,10000
2151.1,2,10000
2152.1,2,10000
2153.1,2,10000
2154.1,2,10000
2155.1,2,10000
2156.1,2,10000
2157.1,2,10000
2158.1,2,10000
2159.1,2,10000
2160.1,2,10000
2161.1,2,10000
2162.1,2,10000
2163.1,2,10000
2164.1,2,10000
2165.1,2,10000
2166.1,2,10000
2167.1,2,10000
2168.1,2,10000
2169.1,2,10000
2170.1,2,10000
2171.1,2,10000
2172.1,2,10000
2173.1,2,10000
2174.1,2,10000
2175.1,2,10000
2176.1,2,10000
2177.1,2,10000
2178.1,2,10000
2179.1,2,10000
2180.1,2,10000
2181.1,2,10000
2182.1,2,10000
2183.1,2,10000
2184.1,2,10000
2185.1,2,10000
2186.1,2,10000
2187.1,2,10000
2188.1,2,10000
2189.1,2,10000
2190.1,2,10000
2191.1,2,10000
2192.1,2,10000
2193.1,2,10000
2194.1,2,10000
2195.1,2,10000
2196.1,2,10000
2197.1,2,10000
2198.1,2,10000
2199.1,2,10000
2200.1,2,10000
2201.1,2,10000
2202.1,2,10000
2203.1,2,10000
2204.1,2,10000
2205.1,2,10000
2206.1,2,10000
2207.1,2,10000
2208.1,2,10000
2209.1,2,10000
2210.1,2,10000
2211.1,2,10000
2212.1,2,10000
2213.1,2,10000
2214.1,2,10000
2215.1,2,10000
2216.1,2,10000
2217.1,2,10000
2218.1,2,10000
2219.1,2,10000
2220.1,2,10000
2221.1,2,10000
2222.1,2,10000
2223.1,2,10000
2224.1,2,10000
2225.1,2,10000
2226.1,2,10000
2227.1,2,10000
2228.1,2,10000
2229.1,2,10000
2230.1,2,10000
2231.1,2,10000
2232.1,2,10000
2233.1,2,10000
2234.1,2,10000
2235.1,2,10000
2236.1,2,10000
2237.1,2,10000
2238.1,2,10000
2239.1,2,10000
2240.1,2,10000
2241.1,2,10000
2242.1,2,10000
2243.1,2,10000
2244.1,2,10000
2245.1,2,10000
2246.1,2,10000
2247.1,2,10000
2248.1,2,10000
2249.1,2,10000
2250.1,2,10000
2251.1,2,10000
2252.1,2,10000
2253.1,2,10000
2254.1,2,10000
2255.1,2,10000
2256.1,2,10000
2257.1,2,10000
2258.1,2,10000
2259.1,2,10000
2260.1,2,10000
2261.1,2,10000
2262.1,2,10000
2263.1,2,10000
2264.1,2,10000
2265.1,2,10000
2266.1,2,10000
2267.1,2,10000
2268.1,2,10000
2269.1,2,10000
2270.1,2,10000
2271.1,2,10000
2272.1,2,10000
2273.1,2,10000
2274.1,2,10000
2275.1,2,10000
2276.1,2,10000
2277.1,2,10000
2278.1,2,10000
2279.1,2,10000
2280.1,2,10000
2281.1,2,10000
2282.1,2,10000
2283.1,2,10000
2284.1,2,10000
2285.1,2,10000
2286.1,2,10000
2287.1,2,10000
2288.1,2,10000
2289.1,2,10000
2290.1,2,10000
2291.1,2,10000
2292.1,2,10000
2293.1,2,10000
2294.1,2,10000
2295.1,2,10000
2296.1,2,10000
2297.1,2,10000
2298.1,2,10000
2299.1,2,10000
2300.1,2,10000
2301.1,2,10000
2302.1,2,10000
2303.1,2,10000
2304.1,2,10000
2305.1,2,10000
2306.1,2,10000
2307.1,2,10000
2308.1,2,10000
2309.1,2,10000
2310.1,2,10000
2311.1,2,10000
2312.1,2,10000
2313.1,2,10000
2314.1,2,10000
2315.1,2,10000
2316.1,2,10000
2317.1,2,10000
2318.1,2,10000
2319.1,2,10000
2320.1,2,10000
2321.1,2,10000
2322.1,2,10000
2323.1,2,10000
2324.1,2,10000
2325.1,2,10000
2326.1,2,10000
2327.1,2,10000
2328.1,2,10000
2329.1,2,10000
2330.1,2,10000
2331.1,2,10000
2332.1,2,10000
2333.1,2,10000
2334.1,2,10000
2335.1,2,10000
2336.1,2,10000
2337.1,2,10000
2338.1,2,10000
2339.1,2,10000
2340.1,2,10000
2341.1,2,10000
2342.1,2,10000
2343.1,2,10000
2344.1,2,10000
2345.1,2,10000
2346.1,2,10000
2347.1,2,10000
2348.1,2,10000
2349.1,2,10000
2350.1,2,10000
2351.1,2,10000
2352.1,2,10000
2353.1,2,10000
2354.1,2,10000
2355.1,2,10000
2356.1,2,10000
2357.1,2,10000
2358.1,2,10000
2359.1,2,10000
2360.1,2,10000
2361.1,2,10000
2362.1,2,10000
2363.1,2,10000
2364.1,2,10000
2365.1,2,10000
2366.1,2,10000
2367.1,2,10000
2368.1,2,10000
2369.1,2,10000
2370.1,2,10000
2371.1,2,10000
2372.1,2,10000
2373.1,2,10000
2374.1,2,10000
2375.1,2,10000
2376.1,2,10000
2377.1,2,10000
2378.1,2,10000
2379.1,2,10000
2380.1,2,10000
2381.1,2,10000
2382.1,2,10000
2383.1,2,10000
2384.1,2,10000
2385.1,2,10000
2386.1,2,10000
2387.1,2,10000
2388.1,2,10000
2389.1,2,10000
2390.1,2,10000
2391.1,2,10000
2392.1,2,10000
2393.1,2,10000
2394.1,2,10000
2395.1,2,10000
2396.1,2,10000
2397.1,2,10000
2398.1,2,10000
2399.1,2,10000
2400.1,2,10000
2401.1,2,10000
2402.1,2,10000
2403.1,2,10000
2404.1,2,10000
2405.1,2,10000
2406.1,2,10000
2407.1,2,10000
2408.1,2,10000
2409.1,2,10000
2410.1,2,10000
2411.1,2,10000
2412.1,2,10000
2413.1,2,10000
2414.1,2,10000
2415.1,2,10000
2416.1,2,10000
2417.1,2,10000
2418.1,2,10000
2419.1,2,10000
2420.1,2,10000
2421.1,2,10000
2422.1,2,10000
2423.1,2,10000
2424.1,2,10000
2425.1,2,10000
2426.1,2,10000
2427.1,2,10000
2428.1,2,10000
2429.1,2,10000
2430.1,2,10000
2431.1,2,10000
2432.1,2,10000
2433.1,2,10000
2434.1,2,10000
2435.1,2,10000
2436.1,2,10000
2437.1,2,10000
2438.1,2,10000
2439.1,2,10000
2440.1,2,10000
2441.1,2,10000
2442.1,2,10000
2443.1,2,10000
2444.1,2,10000
2445.1,2,10000
2446.1,2,10000
2447.1,2,10000
2448.1,2,10000
2449.1,2,10000
2450.1,2,10000
2451.1,2,10000
2452.1,2,10000
2453.1,2,10000
2454.1,2,10000
2455.1,2,10000
2456.1,2,10000
2457.1,2,10000
2458.1,2,10000
2459.1,2,10000
2460.1,2,10000
2461.1,2,10000
2462.1,2,10000
2463.1,2,10000
2464.1,2,10000
2465.1,2,10000
2466.1,2,10000
2467.1,2,10000
2468.1,2,10000
2469.1,2,10000
2470.1,2,10000
2471.1,2,10000
2472.1,2,10000
2473.1,2,10000
2474.1,2,10000
2475.1,2,10000
2476.1,2,10000
2477.1,2,10000
2478.1,2,10000
2479.1,2,10000
2480.1,2,10000
2481.1,2,10000
2482.1,2,10000
2483.1,2,10000
2484.1,2,10000
2485.1,2,10000
2486.1,2,10000
2487.1,2,10000
2488.1,2,10000
2489.1,2,10000
2490.1,2,10000
2491.1,2,10000
2492.1,2,10000
2493.1,2,10000
2494.1,2,10000
2495.1,2,10000
2496.1,2,10000
2497.1,2,10000
2498.1,2,10000
2499.1,2,10000
2500.1,2,10000
2501.1,2,10000
2502.1,2,10000
2503.1,2,10000
2504.1,2,10000
2505.1,2,10000
2506.1,2,10000
2507.1,2,10000
2508.1,2,10000
2509.1,2,10000
2510.1,2,10000
2511.1,2,10000
2512.1,2,10000
2513.1,2,10000
2514.1,2,10000
2515.1,2,10000
2516.1,2,10000
2517.1,2,10000
2518.1,2,10000
2519.1,2,10000
2520.1,2,10000
2521.1,2,10000
2522.1,2,10000
2523.1,2,10000
2524.1,2,10000
2525.1,2,10000
2526.1,2,10000
2527.1,2,10000
2528.1,2,10000
2529.1,2,10000
2530.1,2,10000
2531.1,2,10000
2532.1,2,10000
2533.1,2,10000
2534.1,2,10000
2535.1,2,10000
2536.1,2,10000
2537.1,2,10000
2538.1,2,10000
2539.1,2,10000
2540.1,2,10000
2541.1,2,10000
2542.1,2,10000
2543.1,2,10000
2544.1,2,10000
2545.1,2,10000
2546.1,2,10000
2547.1,2,10000
2548.1,2,10000
2549.1,2,10000
2550.1,2,10000
2551.1,2,10000
2552.1,2,10000
2553.1,2,10000
2554.1,2,10000
2555.1,2,10000
2556.1,2,10000
2557.1,2,10000
2558.1,2,10000
2559.1,2,10000
2560.1,2,10000
2561.1,2,10000
2562.1,2,10000
2563.1,2,10000
2564.1,2,10000
2565.1,2,10000
2566.1,2,10000
2567.1,2,10000
2568.1,2,10000
2569.1,2,10000
2570.1,2,10000
2571.1,2,10000
2572.1,2,10000
2573.1,2,10000
2574.1,2,10000
2575.1,2,10000
2576.1,2,10000
2577.1,2,10000
2578.1,2,10000
2579.1,2,10000
2580.1,2,10000
2581.1,2,10000
2582.1,2,10000
2583.1,2,10000
2584.1,2,10000
2585.1,2,10000
2586.1,2,10000
2587.1,2,10000
2588.1,2,10000
2589.1,2,10000
2590.1,2,10000
2591.1,2,10000
2592.1,2,10000
2593.1,2,10000
2594.1,2,10000
2595.1,2,10000
2596.1,2,10000
2597.1,2,10000
2598.1,2,10000
2599.1,2,10000
2600.1,2,10000
2601.1,2,10000
2602.1,2,10000
2603.1,2,10000
2604.1,2,10000
2605.1,2,10000
2606.1,2,10000
2607.1,2,10000
2608.1,2,10000
2609.1,2,10000
2610.1,2,10000
2611.1,2,10000
2612.1,2,10000
2613.1,2,10000
2614.1,2,10000
2615.1,2,10000
2616.1,2,10000
2617.1,2,10000
2618.1,2,10000
2619.1,2,10000
2620.1,2,10000
2621.1,2,10000
2622.1,2,10000
2623.1,2,10000
2624.1,2,10000
2625.1,2,10000
2626.1,2,10000
2627.1,2,10000
2628.1,2,10000
2629.1,2,10000
2630.1,2,10000
2631.1,2,10000
2632.1,2,10000
2633.1,2,10000
2634.1,2,10000
2635.1,2,10000
2636.1,2,10000
2637.1,2,10000
2638.1,2,10000
2639.1,2,10000
2640.1,2,10000
2641.1,2,10000
2642.1,2,10000
2643.1,2,10000
2644.1,2,10000
2645.1,2,10000
2646.1,2,10000
2647.1,2,10000
2648.1,2,10000
2649.1,2,10000
2650.1,2,10000
2651.1,2,10000
2652.1,2,10000
2653.1,2,10000
2654.1,2,10000
2655.1,2,10000
2656.1,2,10000
2657.1,2,10000
2658.1,2,10000
2659.1,2,10000
2660.1,2,10000
2661.1,2,10000
2662.1,2,10000
2663.1,2,10000
2664.1,2,10000
2665.1,2,10000
2666.1,2,10000
2667.1,2,10000
2668.1,2,10000
2669.1,2,10000
2670.1,2,10000
2671.1,2,10000
2672.1,2,10000
2673.1,2,10000
2674.1,2,10000
2675.1,2,10000
2676.1,2,10000
2677.1,2,10000
2678.1,2,10000
2679.1,2,10000
2680.1,2,10000
2681.1,2,10000
2682.1,2,10000
2683.1,2,10000
2684.1,2,10000
2685.1,2,10000
2686.1,2,10000
2687.1,2,10000
2688.1,2,10000
2689.1,2,10000
2690.1,2,10000
2691.1,2,10000
2692.1,2,10000
2693.1,2,10000
2694.1,2,10000
2695.1,2,10000
2696.1,2,10000
2697.1,2,10000
2698.1,2,10000
2699.1,2,10000
2700.1,2,10000
2701.1,2,10000
2702.1,2,10000
2703.1,2,10000
2704.1,2,10000
2705.1,2,10000
2706.1,2,10000
2707.1,2,10000
2708.1,2,10000
2709.1,2,10000
2710.1,2,10000
2711.1,2,10000
2712.1,2,10000
2713.1,2,10000
2714.1,2,10000
2715.1,2,10000
2716.1,2,10000
2717.1,2,10000
2718.1,2,10000
2719.1,2,10000
2720.1,2,10000
2721.1,2,10000
2722.1,2,10000
2723.1,2,10000
2724.1,2,10000
2725.1,2,10000
2726.1,2,10000
2727.1,2,10000
2728.1,2,10000
2729.1,2,10000
2730.1,2,10000
2731.1,2,10000
2732.1,2,10000
2733.1,2,10000
2734.1,2,10000
2735.1,2,10000
2736.1,2,10000
2737.1,2,10000
2738.1,2,10000
2739.1,2,10000
2740.1,2,10000
2741.1,2,10000
2742.1,2,10000
2743.1,2,10000
2744.1,2,10000
2745.1,2,10000
2746.1,2,10000
2747.1,2,10000
2748.1,2,10000
2749.1,2,10000
2750.1,2,10000
2751.1,2,10000
2752.1,2,10000
2753.1,2,10000
2754.1,2,10000
2755.1,2,10000
2756.1,2,10000
2757.1,2,10000
2758.1,2,10000
2759.1,2,10000
2760.1,2,10000
2761.1,2,10000
2762.1,2,10000
2763.1,2,10000
2764.1,2,10000
2765.1,2,10000
2766.1,2,10000
2767.1,2,10000
2768.1,2,10000
2769.1,2,10000
2770.1,2,10000
2771.1,2,10000
2772.1,2,10000
2773.1,2,10000
2774.1,2,10000
2775.1,2,10000
2776.1,2,10000
2777.1,2,10000
2778.1,2,10000
2779.1,2,10000
2780.1,2,10000
2781.1,2,10000
2782.1,2,10000
2783.1,2,10000
2784.1,2,10000
2785.1,2,10000
2786.1,2,10000
2787.1,2,10000
2788.1,2,10000
2789.1,2,10000
2790.1,2,10000
2791.1,2,10000
2792.1,2,10000
2793.1,2,10000
2794.1,2,10000
2795.1,2,10000
2796.1,2,10000
2797.1,2,10000
2798.1,2,10000
2799.1,2,10000
2800.1,2,10000
2801.1,2,10000
2802.1,2,10000
2803.1,2,10000
2804.1,2,10000
2805.1,2,10000
2806.1,2,10000
2807.1,2,10000
2808.1,2,10000
2809.1,2,10000
2810.1,2,10000
2811.1,2,10000
2812.1,2,10000
2813.1,2,10000
2814.1,2,10000
2815.1,2,10000
2816.1,2,10000
2817.1,2,10000
2818.1,2,10000
2819.1,2,10000
2820.1,2,10000
2821.1,2,10000
2822.1,2,10000
2823.1,2,10000
2824.1,2,10000
2825.1,2,10000
2826.1,2,10000
2827.1,2,10000
2828.1,2,10000
2829.1,2,10000
2830.1,2,10000
2831.1,2,10000
2832.1,2,10000
2833.1,2,10000
2834.1,2,10000
2835.1,2,10000
2836.1,2,10000
2837.1,2,10000
2838.1,2,10000
2839.1,2,10000
2840.1,2,10000
2841.1,2,10000
2842.1,2,10000
2843.1,2,10000
2844.1,2,10000
2845.1,2,10000
2846.1,2,10000
2847.1,2,10000
2848.1,2,10000
2849.1,2,10000
2850.1,2,10000
2851.1,2,10000
2852.1,2,10000
2853.1,2,10000
2854.1,2,10000
2855.1,2,10000
2856.1,2,10000
2857.1,2,10000
2858.1,2,10000
2859.1,2,10000
2860.1,2,10000
2861.1,2,10000
2862.1,2,10000
2863.1,2,10000
2864.1,2,10000
2865.1,2,10000
2866.1,2,10000
2867.1,2,10000
2868.1,2,10000
2869.1,2,10000
2870.1,2,10000
2871.1,2,10000
2872.1,2,10000
2873.1,2,10000
2874.1,2,10000
2875.1,2,10000
2876.1,2,10000
2877.1,2,10000
